Timestamp,ID,Strain,Temp
1728929392.2079237,4,701,36.81
1728929392.628359,3,431,40.22
1728929392.9850817,1,442,37.13
1728929393.3257961,2,519,41.38
1728929393.6881268,4,704,36.81
1728929394.0330315,3,434,40.17
1728929394.3960614,1,440,37.1
1728929394.7601116,2,519,41.25
1728929395.1344965,4,704,36.75
1728929395.5147917,3,431,40.06
1728929395.8895257,1,443,37
1728929396.2513726,2,519,41.18
1728929396.6152284,4,700,36.69
1728929396.9918475,3,434,40
1728929397.352263,1,446,37.02
1728929397.7224889,2,519,41.18
1728929398.1433573,4,693,36.73
1728929398.502768,3,435,39.98
1728929398.864117,1,443,37.19
1728929399.2275326,2,520,41.18
1728929399.655344,4,713,36.69
1728929400.0106764,3,433,39.94
1728929400.388413,1,440,37.08
1728929400.764624,2,519,41.18
1728929401.1423059,4,698,36.67
1728929401.500001,3,436,39.83
1728929401.8609712,1,440,37.02
1728929402.2199585,2,519,41.18
1728929402.5837214,4,706,36.67
1728929402.9304416,3,436,39.79
1728929403.3026214,1,444,37.02
1728929403.6618807,2,519,41.18
1728929404.022042,4,706,36.67
1728929404.3838596,3,441,39.69
1728929404.7615068,1,443,37.06
1728929405.1222181,2,520,41.16
1728929405.4829662,4,710,36.67
1728929405.8580227,3,436,39.67
1728929406.2025464,1,442,37.02
1728929406.6387546,2,520,41.16
1728929407.0002985,4,704,36.67
1728929407.3486998,3,436,39.65
1728929407.7586536,1,445,36.94
1728929408.1306813,2,521,41.18
1728929408.477045,4,697,36.67
1728929409,3,436,39.58
1728929409.1941168,1,442,36.94
1728929409.5530999,2,520,41.05
1728929409.9010663,4,703,36.67
1728929410.2480443,3,434,39.52
1728929410.6220918,1,442,36.92
1728929410.9849484,2,519,40.94
1728929411.3419714,4,707,36.67
1728929411.7031243,3,434,39.44
1728929412.0820851,1,445,36.83
1728929412.459577,2,520,40.9
1728929412.8186913,4,708,36.67
1728929413.1624997,3,436,39.33
1728929413.5806873,1,446,36.75
1728929413.9255333,2,519,40.88
1728929414.2837706,4,712,36.67
1728929414.6444595,3,437,39.33
1728929414.9870229,1,444,36.77
1728929415.366095,2,519,40.88
1728929415.7234552,4,708,36.67
1728929416.0702977,3,440,39.31
1728929416.449784,1,443,36.81
1728929416.8125713,2,519,40.88
1728929417.1867337,4,708,36.67
1728929417.5645125,3,437,39.29
1728929417.8949194,1,443,36.79
1728929418.2540772,2,519,40.88
1728929419,4,707,36.67
1728929418.9708862,3,435,39.19
1728929419.317166,1,450,36.75
1728929419.6719143,2,520,40.88
1728929420.0319624,4,713,36.67
1728929420.450161,3,442,39.15
1728929420.8231957,1,440,36.75
1728929421.1676655,2,519,40.88
1728929421.532878,4,705,36.67
1728929421.8802006,3,438,39.1
1728929422.225013,1,444,36.75
1728929422.587227,2,520,40.85
1728929422.9490094,4,710,36.65
1728929423.2957027,3,436,39
1728929423.6842124,1,444,36.73
1728929424.108829,2,520,40.86
1728929424.5367424,4,709,36.67
1728929424.9152071,3,439,39
1728929425.3087645,1,445,36.73
1728929425.7177415,2,521,40.81
1728929426.1435835,4,706,36.6
1728929426.521113,3,443,39
1728929426.9726496,2,519,40.61
1728929427.3581936,1,445,36.71
1728929427.8083167,4,710,36.54
1728929428.215113,3,438,39
1728929428.6217346,2,519,40.59
1728929429.022104,1,445,36.73
1728929429.4278793,4,707,36.48
1728929429.8346167,3,439,38.94
1728929430.2401698,2,519,40.59
1728929430.6441827,1,443,36.71
1728929431.0621421,4,704,36.54
1728929431.4829195,3,436,38.81
1728929431.8914888,2,519,40.59
1728929432.2848263,1,449,36.67
1728929432.6943028,4,704,36.4
1728929433,3,439,38.77
1728929433.5027065,2,519,40.59
1728929433.9286032,1,445,36.65
1728929434.3378599,4,714,36.4
1728929434.748519,3,433,38.71
1728929435.148127,2,519,40.59
1728929435.5962539,1,445,36.65
1728929436.000397,4,701,36.42
1728929436.4066465,3,439,38.67
1728929436.8286304,2,519,40.59
1728929437.231098,1,446,36.65
1728929437.6359794,4,714,36.35
1728929438.0406451,3,438,38.67
1728929438.4678836,2,519,40.57
1728929438.906385,1,443,36.63
1728929439.298833,4,704,36.33
1728929439.689215,3,438,38.67
1728929440.109045,2,519,40.55
1728929440.5330975,1,442,36.54
1728929440.954329,4,710,36.33
1728929441,3,443,38.67
1728929441.7450333,2,518,40.44
1728929442.083275,1,447,36.54
1728929442.4297419,4,712,36.33
1728929442.776603,3,441,38.63
1728929443.226423,2,520,40.4
1728929443.5752373,1,444,36.54
1728929443.9329696,4,708,36.33
1728929444.274997,3,434,38.54
1728929444.6524932,2,520,40.29
1728929445.0115004,1,441,36.52
1728929445,4,709,36.33
1728929445.7059965,3,436,38.5
1728929446.067386,2,520,40.29
1728929446.4284668,1,448,36.52
1728929446.7881904,4,708,36.33
1728929447.1264732,3,442,38.42
1728929447.472641,2,519,40.29
1728929447.8369186,1,442,36.48
1728929448.2115655,4,708,36.33
1728929448.5582213,3,439,38.35
1728929448.906013,2,520,40.29
1728929449.2660897,1,445,36.46
1728929449.6081107,4,711,36.33
1728929449.9972906,3,438,38.33
1728929450.3566282,2,519,40.29
1728929450.7183895,1,448,36.46
1728929451.0657399,4,711,36.33
1728929451.4109964,3,438,38.33
1728929451.7712142,2,519,40.29
1728929452.1372235,1,445,36.4
1728929452.482069,4,719,36.33
1728929452.8438807,3,438,38.33
1728929453.185323,2,519,40.28
1728929453.5166018,1,445,36.33
1728929453.872659,4,711,36.33
1728929454.2122736,3,436,38.33
1728929454.5585122,2,519,40.29
1728929454.9176083,1,448,36.38
1728929455,4,701,36.33
1728929455.6134956,3,439,38.33
1728929455.985035,2,519,40.26
1728929456.3600595,1,444,36.44
1728929456.7700021,4,713,36.33
1728929457.0971038,3,441,38.19
1728929457.4545481,2,519,40.17
1728929457.801279,1,446,36.4
1728929458.1602454,4,710,36.33
1728929458.5010297,3,440,38.27
1728929458.8477395,2,519,40.07
1728929459.196194,1,445,36.38
1728929459.5381737,4,710,36.33
1728929459.9766603,3,438,38.15
1728929460.3344617,2,520,40.02
1728929460.6976612,1,447,36.38
1728929461.061146,4,707,36.33
1728929461,3,437,38.06
1728929461.7278605,2,520,40
1728929462.090059,1,443,36.38
1728929462.4324176,4,717,36.33
1728929462.7950015,3,436,38.06
1728929463.135288,2,521,40
1728929463.5317261,1,445,36.38
1728929463.904426,4,702,36.33
1728929464.262624,3,441,38.04
1728929464.6207027,2,520,40
1728929464.9670498,1,443,36.4
1728929465.3282828,4,710,36.33
1728929465.674408,3,440,38
1728929466.0167804,2,519,40
1728929466.377677,1,439,36.33
1728929467,4,696,36.33
1728929467.0675213,3,440,38
1728929467.4275742,2,519,40
1728929467.7912323,1,447,36.35
1728929468.1396472,4,711,36.31
1728929468.4830616,3,436,38
1728929468.8622398,2,519,40
1728929469.185518,1,446,36.31
1728929469.5441089,4,713,36.31
1728929469.872759,3,441,37.98
1728929470,2,519,40
1728929470.6377163,1,446,36.29
1728929471.009827,4,716,36.21
1728929471.3578331,3,438,37.96
1728929471.7186651,2,519,40
1728929472.0684915,1,445,36.25
1728929472.3920877,3,441,37.96
1728929472.7527702,4,714,36.27
1728929473.0970435,2,519,39.94
1728929473.4408178,1,450,36.21
1728929473.801142,3,442,37.83
1728929474.156939,4,716,36.17
1728929474.502766,1,448,36.23
1728929474.8757002,2,520,39.79
1728929475.2193115,3,440,37.88
1728929475.5822008,4,711,36.15
1728929475.9234958,1,448,36.23
1728929476.3016694,2,520,39.69
1728929476.666536,3,437,37.81
1728929477.1040294,4,714,36.13
1728929477.4575682,1,444,36.17
1728929478,2,520,39.69
1728929478.1577437,3,434,37.77
1728929478.5070608,4,715,36.06
1728929478.883648,1,438,36.13
1728929479.2831638,2,520,39.67
1728929479.7322645,4,710,36.06
1728929480.138794,3,434,37.67
1728929480.5328631,1,442,36.17
1728929480.900767,2,520,39.67
1728929481.2935054,4,708,36.06
1728929481.6539066,3,438,37.69
1728929481.9822576,1,438,36.1
1728929482.3561325,2,520,39.67
1728929482.7181947,4,730,36.04
1728929483.113255,3,434,37.69
1728929483.4583652,1,435,36.1
1728929483.8327978,2,519,39.67
1728929484.251918,4,719,36
1728929484.6086223,3,437,37.65
1728929484.955138,1,438,36.1
1728929485.300824,2,519,39.67
1728929485.6461425,4,715,36.04
1728929485.994031,3,435,37.67
1728929486.3560414,1,433,36.15
1728929486.7155275,2,519,39.67
1728929487.0723917,4,717,36
1728929487.4334488,3,435,37.67
1728929487.8061934,1,439,36.1
1728929488.1823013,2,519,39.67
1728929488.5265667,4,715,36
1728929488.891141,3,435,37.58
1728929489.2526877,1,435,36.08
1728929489.6144078,2,519,39.67
1728929489.9753108,4,716,36
1728929490.3339224,3,438,37.54
1728929490.6980145,1,435,36.1
1728929491,2,519,39.6
1728929491.482035,4,719,36.02
1728929491.8418157,3,436,37.54
1728929492.2197447,1,437,36.08
1728929492.5930848,2,519,39.52
1728929492.9531593,4,714,36
1728929493.2991698,3,438,37.48
1728929493.643609,1,439,36.08
1728929494.010998,2,519,39.38
1728929494.348001,4,711,36
1728929494.6772106,3,436,37.48
1728929495.0361161,1,435,36.1
1728929495.3959482,2,519,39.33
1728929495.7597294,4,708,36
1728929496.1132717,3,435,37.4
1728929496.4744043,1,437,36.08
1728929496.8508966,2,520,39.33
1728929497.2132895,4,721,36.02
1728929497.5413942,3,438,37.4
1728929497.9656982,1,438,36.1
1728929498,2,520,39.33
1728929498.6699972,4,719,36
1728929499.014688,3,437,37.35
1728929499.3534255,1,444,36.06
1728929499.7276337,2,521,39.33
1728929500.1000774,4,716,36
1728929500.4604964,3,434,37.33
1728929500.8332512,1,438,36.08
1728929501.1933215,2,520,39.33
1728929501.5503192,4,715,36
1728929501.908463,3,434,37.33
1728929502.2686546,1,437,36.04
1728929502.6170275,2,520,39.33
1728929503.0067387,4,718,36
1728929503.3661933,3,438,37.33
1728929503.7125862,1,439,36.04
1728929504.0858982,2,519,39.33
1728929504.480044,4,717,36
1728929504.9311378,3,436,37.33
1728929505.3410747,1,443,36.06
1728929505.720375,2,519,39.33
1728929506.0958989,4,716,36
1728929506.4564068,3,437,37.33
1728929506.8175945,1,441,36.02
1728929507.1794581,2,519,39.29
1728929507.5408053,4,721,36
1728929507.886379,3,437,37.33
1728929508.2479165,1,441,36.04
1728929508.6087968,2,519,39.25
1728929508.9681773,4,721,36
1728929509.3300097,3,440,37.25
1728929509.675878,1,444,36.02
1728929510.0485952,2,519,39.17
1728929510.4426708,4,717,36
1728929510.804151,3,435,37.27
1728929511.1777408,1,439,36.04
1728929511.541265,2,519,39.08
1728929511.9825494,4,716,36
1728929512.3629017,3,439,37.23
1728929512.7230601,1,442,36.04
1728929513.1009874,2,518,39
1728929513.4725568,4,721,36
1728929513.8349934,3,434,37.17
1728929514.1881378,2,519,39
1728929514.5505195,1,435,36.04
1728929514.9303517,4,716,36
1728929515.2869601,3,439,37.15
1728929515.6627467,2,519,39
1728929516.0343256,1,439,36
1728929516.4118295,4,715,36
1728929516.7723663,3,435,37.08
1728929517.119678,2,520,39
1728929517.4822023,1,439,36
1728929517.8402271,4,719,36
1728929518.2007093,3,437,37.06
1728929518.5801244,2,520,39
1728929519.0046816,1,440,36.02
1728929519,4,717,36
1728929519.6996417,3,434,37.04
1728929520.072662,2,520,39
1728929520.4350224,1,443,35.96
1728929520.7923436,4,717,36
1728929521.150618,3,439,37.04
1728929521.5116653,2,519,39
1728929521.8850605,1,442,35.96
1728929522.2795358,4,714,36
1728929522.6517763,3,438,37.02
1728929523.0006378,2,519,39
1728929523.343868,1,437,35.9
1728929523.7201536,4,722,36
1728929524.0627663,3,436,37
1728929524.424778,2,520,38.98
1728929524.782586,1,438,35.9
1728929525.1419957,4,723,35.98
1728929525.4853852,3,435,37
1728929525.8904843,2,519,38.98
1728929526.2513485,1,438,35.81
1728929526.6393898,4,716,36
1728929526.9593425,3,434,37
1728929527.3213854,2,519,38.9
1728929527.6978683,1,434,35.88
1728929528.0730717,4,721,35.85
1728929528.4323115,3,436,37
1728929528.8086255,2,520,38.81
1728929529.163935,1,439,35.88
1728929529.538617,4,723,35.96
1728929529.9146895,2,520,38.71
1728929530.2684367,3,435,36.96
1728929530.631223,1,436,35.79
1728929531.0055733,4,715,35.94
1728929531.370313,2,520,38.67
1728929531.7647593,3,436,36.94
1728929532.1368356,1,437,35.81
1728929532.5037272,4,718,35.85
1728929532.9563904,2,520,38.67
1728929533.3150218,3,434,36.94
1728929533.7035272,1,440,35.85
1728929534.1116304,4,702,35.88
1728929534.487626,2,520,38.67
1728929534.8646202,3,438,36.85
1728929535.2544224,1,442,35.79
1728929535.6493053,4,716,35.85
1728929536.041554,2,520,38.67
1728929536.4324696,3,433,36.85
1728929536.8081024,1,437,35.81
1728929537.1975749,4,713,35.79
1728929537.5932777,2,519,38.67
1728929537.9705408,3,439,36.81
1728929538.3439162,1,438,35.79
1728929538.749156,4,718,35.75
1728929539.1228747,2,519,38.67
1728929539.5149941,3,438,36.81
1728929539.903871,1,437,35.79
1728929540.3405366,4,727,35.71
1728929540.7470706,2,519,38.67
1728929541.1376112,3,437,36.79
1728929541.531278,1,438,35.77
1728929541.9276752,4,711,35.71
1728929542.3329508,2,519,38.67
1728929542.7047231,3,435,36.75
1728929543.1159008,1,439,35.73
1728929543.5004685,4,715,35.69
1728929543.8921483,2,519,38.67
1728929544.3679428,3,434,36.71
1728929544.7884574,1,441,35.75
1728929545.6224346,4,705,35.77
1728929546.0615723,2,519,38.65
1728929546.4425209,1,436,35.77
1728929547,3,440,36.71
1728929547.1755471,4,712,35.69
1728929547.7680376,2,519,38.6
1728929548.1488733,1,438,35.77
1728929548.670152,4,720,35.73
1728929549.1111727,3,437,36.67
1728929549.5025947,1,436,35.77
1728929549.9226737,2,520,38.6
1728929550.3471675,4,716,35.69
1728929550.7642472,3,436,36.67
1728929551.2024496,1,442,35.77
1728929551.6391928,2,519,38.44
1728929552.065569,4,719,35.69
1728929552.5322802,3,438,36.67
1728929552.9770982,1,441,35.75
1728929553.4251368,2,520,38.4
1728929553.8504405,4,716,35.69
1728929554.2571616,3,438,36.67
1728929554.6883817,1,441,35.73
1728929555.138459,2,521,38.38
1728929555.5460773,4,717,35.67
1728929556.0522745,3,438,36.67
1728929556.375526,1,444,35.73
1728929556.962082,2,521,38.38
1728929557.4196324,4,724,35.67
1728929557.945408,1,442,35.71
1728929558.3887165,3,441,36.67
1728929558.8199997,2,519,38.33
1728929559.2693894,4,719,35.67
1728929559.7514834,3,437,36.63
1728929560.1868007,1,439,35.69
1728929560.988516,2,520,38.33
1728929561.4377482,4,716,35.67
1728929561.846162,1,444,35.71
1728929562.2210844,3,439,36.58
1728929562.614538,2,519,38.33
1728929562.977431,4,720,35.67
1728929563.3318088,1,440,35.69
1728929563.8081412,3,438,36.6
1728929564.206598,2,520,38.33
1728929564.7598197,4,732,35.67
1728929565.1088753,1,442,35.71
1728929565.456193,2,520,38.33
1728929565.7383208,3,440,36.56
1728929566.069893,4,718,35.67
1728929566.337472,1,444,35.69
1728929566.6691456,2,520,38.33
1728929567,3,440,36.54
1728929567.2674363,4,725,35.67
1728929567.5835698,1,447,35.71
1728929567.9500325,2,519,38.33
1728929568.2666445,3,437,36.54
1728929568.5630286,4,722,35.67
1728929568.8486464,1,439,35.67
1728929569.164368,2,519,38.31
1728929569.4807475,3,442,36.52
1728929569.797882,4,720,35.67
1728929570.083598,1,444,35.69
1728929570.4126773,2,519,38.31
1728929570.8359523,3,437,36.48
1728929571.2513027,4,721,35.67
1728929571.707296,1,442,35.73
1728929572.0213883,2,520,38.33
1728929572.4027963,3,439,36.44
1728929572.714748,4,724,35.67
1728929573.0313518,1,443,35.65
1728929573.3304226,2,520,38.25
1728929573.6476014,3,439,36.46
1728929573.9664047,4,721,35.67
1728929574.2461746,1,440,35.65
1728929574.5474248,2,521,38.27
1728929574.8176284,3,441,36.38
1728929575.1017773,4,710,35.67
1728929575.3838346,1,440,35.63
1728929575.689681,2,520,38.02
1728929576.0523736,3,439,36.38
1728929576.3849854,4,723,35.67
1728929576.699664,1,436,35.56
1728929577.000968,2,519,38.06
1728929577.2842963,3,435,36.38
1728929577.6322713,4,713,35.67
1728929577.9328153,1,436,35.6
1728929578.2345147,2,519,38.04
1728929578.5204759,3,438,36.38
1728929578.8535762,4,733,35.67
1728929579.1415493,1,439,35.6
1728929579.4891956,2,519,38
1728929579.834053,3,435,36.33
1728929580.1211772,4,726,35.67
1728929580.3901255,1,433,35.54
1728929580.7217166,2,519,38
1728929581,3,436,36.33
1728929581.2925963,4,717,35.67
1728929581.5935261,1,435,35.42
1728929581.8951902,2,519,38
1728929582.1939056,3,442,36.33
1728929582.4795356,4,728,35.67
1728929582.7476609,1,440,35.56
1728929583.0162365,2,519,38
1728929583.3340268,3,444,36.33
1728929583.6192348,4,731,35.67
1728929583.8889468,1,438,35.54
1728929584.1709075,2,520,38
1728929584.4581559,3,440,36.33
1728929584.745156,4,718,35.67
1728929585.0277123,1,440,35.5
1728929585.2946768,2,520,38
1728929585.5806806,3,442,36.33
1728929585.8497167,4,743,35.67
1728929586.119086,1,438,35.52
1728929586.4106176,2,520,38
1728929586.736648,3,440,36.33
1728929587.0377874,4,731,35.67
1728929587.385059,1,435,35.5
1728929587.669107,2,520,38
1728929587.9530535,3,442,36.33
1728929588.241779,4,729,35.67
1728929588.5320754,1,438,35.56
1728929588.8696437,2,520,38
1728929589.1688628,3,443,36.33
1728929589.4392033,4,726,35.65
1728929589.708227,1,439,35.5
1728929589.9775808,2,520,38
1728929590.2641644,3,440,36.23
1728929590.5495641,4,748,35.67
1728929590.8176463,1,437,35.48
1728929591.0857997,2,519,37.96
1728929591.3862197,3,442,36.23
1728929591.6718006,4,733,35.67
1728929591.9531038,1,439,35.5
1728929592.365217,2,519,37.92
1728929592.696917,3,440,36.23
1728929593.014034,4,735,35.63
1728929593.3473372,1,441,35.44
1728929593.6504486,2,519,37.81
1728929593.9812481,3,446,36.17
1728929594.3011773,4,731,35.65
1728929594.7731502,1,441,35.44
1728929595.0741427,2,519,37.71
1728929595.374142,3,445,36.17
1728929595.6592453,4,732,35.63
1728929595.945463,1,447,35.4
1728929596.2464778,2,519,37.71
1728929596.5482976,3,443,36.04
1728929596.8943684,4,737,35.67
1728929597.1944225,1,444,35.46
1728929597.4948487,2,519,37.69
1728929597.7803738,3,447,36.13
1728929598.064386,4,732,35.56
1728929598.3190296,1,442,35.46
1728929598.6045756,2,519,37.69
1728929598.8886282,3,442,36.06
1728929599.1565158,4,736,35.63
1728929599.4418905,1,438,35.42
1728929599.7273753,2,519,37.67
1728929600.0327275,3,442,36.04
1728929600.3626876,4,730,35.48
1728929600.6607645,1,439,35.44
1728929600.9432795,2,519,37.67
1728929601.2435355,3,444,36.06
1728929601.5443895,4,735,35.5
1728929601.8304322,1,441,35.46
1728929602.163075,2,520,37.67
1728929602.448121,3,443,36.02
1728929602.7492852,4,740,35.46
1728929603,1,441,35.46
1728929603.3785043,2,520,37.67
1728929603.6796496,3,446,36
1728929603.9654038,4,727,35.46
1728929604.2489803,1,440,35.44
1728929604.5494943,2,521,37.67
1728929604.8345263,3,445,36
1728929605.1182995,4,739,35.4
1728929605.4033575,1,443,35.44
1728929605.685191,2,519,37.67
1728929606.0333142,3,445,36
1728929606.3177576,4,735,35.46
1728929606.6191018,1,441,35.38
1728929606.9021456,2,520,37.67
1728929607.1682694,3,446,36
1728929607.469183,4,739,35.35
1728929607.7549691,1,441,35.4
1728929608.0553424,2,520,37.67
1728929608.3579957,3,442,36
1728929608.6580474,4,739,35.38
1728929608.957964,1,442,35.4
1728929609.2728102,2,520,37.67
1728929609.5606627,3,441,36
1728929609.8443894,4,740,35.38
1728929610.144881,1,439,35.4
1728929610.4289308,2,519,37.54
1728929610.7113724,3,446,36
1728929611.012748,4,742,35.38
1728929611.2981856,1,447,35.38
1728929611.6124358,2,519,37.52
1728929611.8960097,3,447,36
1728929612.1957154,4,741,35.33
1728929612.5128484,1,445,35.35
1728929612.8131604,2,519,37.46
1728929613.1430702,3,445,36
1728929613.4442565,4,733,35.33
1728929613.746649,1,443,35.38
1728929614.0287104,2,520,37.33
1728929614.3284125,3,446,35.98
1728929614.6118114,4,741,35.33
1728929614.909952,1,440,35.44
1728929615.2108061,2,518,37.35
1728929615.4948719,3,448,35.96
1728929615.7969158,4,751,35.35
1728929616.0980225,1,447,35.42
1728929616.3825018,2,519,37.33
1728929616.6682994,3,445,35.9
1728929616.9537237,4,739,35.33
1728929617.2539585,1,445,35.38
1728929617.537998,2,520,37.33
1728929617.8377113,3,445,35.85
1728929618.1078143,4,739,35.33
1728929618.4101942,1,449,35.35
1728929618.790427,2,521,37.33
1728929619.1113522,3,447,35.9
1728929619.380502,4,739,35.33
1728929619.728061,1,444,35.33
1728929620.0121646,2,520,37.33
1728929620.312591,3,452,35.83
1728929620.6145816,1,447,35.35
1728929620.8989155,4,740,35.33
1728929621.1685503,3,446,35.83
1728929621.4515717,2,519,37.33
1728929621.7210798,1,441,35.4
1728929622.003818,4,743,35.33
1728929622.2874541,3,446,35.88
1728929623,2,519,37.33
1728929622.8860054,1,440,35.35
1728929623.1851437,4,738,35.33
1728929623.4531305,3,444,35.77
1728929623.737719,2,519,37.33
1728929624.063822,1,444,35.31
1728929624.524978,4,743,35.33
1728929624.8875086,3,446,35.75
1728929625.4741704,2,519,37.33
1728929625.8987615,1,446,35.27
1728929626.2431347,3,445,35.73
1728929626.5564072,4,735,35.33
1728929626.8423326,2,519,37.33
1728929627.1442862,1,445,35.33
1728929627.4480455,3,448,35.71
1728929627.7460475,4,738,35.33
1728929628.1275697,2,519,37.33
1728929628.427065,1,446,35.31
1728929628.741014,3,446,35.71
1728929629.1198144,4,721,35.33
1728929629.4673867,1,446,35.23
1728929629.752426,2,520,37.33
1728929630.0072474,3,446,35.73
1728929630.290752,4,745,35.33
1728929630.5620623,1,449,35.25
1728929630.8459446,2,519,37.31
1728929631.1593542,3,448,35.69
1728929631.4294848,4,742,35.33
1728929631.7119157,1,447,35.29
1728929631.9956799,2,520,37.27
1728929632.297592,3,446,35.67
1728929632.5845382,4,744,35.33
1728929632.8846562,1,444,35.27
1728929633.1837683,2,520,37.23
1728929633.4519358,3,449,35.67
1728929633.720926,4,742,35.33
1728929633.9896204,1,444,35.17
1728929634.2584653,2,521,37.08
1728929634.5288074,3,449,35.69
1728929634.845368,4,743,35.33
1728929635.1151133,1,444,35.17
1728929635.3836668,2,521,37.06
1728929635.6666038,3,447,35.67
1728929635.9208267,4,744,35.33
1728929636.2065759,1,443,35.15
1728929636.4776676,2,520,37.04
1728929636.7637372,3,446,35.67
1728929637.0320988,4,742,35.33
1728929637.3001175,1,441,35.19
1728929637.569514,2,520,37
1728929637.8403697,3,447,35.65
1728929638.1117074,4,745,35.33
1728929638.3942654,1,443,35.19
1728929638.6607268,2,519,37
1728929638.9486933,3,446,35.67
1728929639.2155063,4,736,35.33
1728929639.4859996,1,444,35.13
1728929639.7560225,2,519,37
1728929640.070552,3,450,35.65
1728929640.340112,4,741,35.33
1728929640.626754,1,448,35.1
1728929640.9107063,2,519,37
1728929641.1794386,3,449,35.67
1728929641.4526029,4,733,35.33
1728929641.703777,1,446,35.13
